paso,metodo,escenario,seed,recompensa_paso,recompensa_total,costo_decision,costo_total,accion,bloque_razonamiento,posicion_x,posicion_y,distancia_a_meta,sobre_arena,colision_borde,meta_alcanzada
53,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-27.7,2.0,106.0,0,ACT,194.9711151123047,165.54104614257812,661.2684936523438,True,False,False
53,GoT Navigation Graph,obstaculos_densos,123,-1.0,-4.6,355.0,19489.0,0,GRAPH,182.54100036621094,280.13385009765625,615.0535888671875,True,False,False
53,Adaptive rollout budget,obstaculos_densos,123,-1.0,-32.1,3.0,1038.0,0,Adaptive rollout budget,199.3024444580078,98.69090270996094,697.930908203125,True,False,False
54,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-28.7,2.0,108.0,0,ACT,195.73715209960938,166.183837890625,660.2730712890625,True,False,False
54,GoT Navigation Graph,obstaculos_densos,123,-1.0,-5.6,355.0,19844.0,0,GRAPH,183.48069763183594,279.7918395996094,614.3468017578125,True,False,False
54,Adaptive rollout budget,obstaculos_densos,123,-1.0,-33.1,3.0,1041.0,0,Adaptive rollout budget,200.0684814453125,99.33368682861328,696.9310302734375,True,False,False
55,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-29.7,2.0,110.0,0,ACT,196.50318908691406,166.82662963867188,659.2777709960938,True,False,False
55,GoT Navigation Graph,obstaculos_densos,123,-1.0,-6.6,355.0,20199.0,0,GRAPH,184.42039489746094,279.4498291015625,613.6408081054688,True,False,False
55,Adaptive rollout budget,obstaculos_densos,123,-1.0,-34.1,3.0,1044.0,0,Adaptive rollout budget,200.8345184326172,99.97647094726562,695.9310913085938,True,False,False
56,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-30.7,2.0,112.0,0,ACT,197.26922607421875,167.46942138671875,658.2824096679688,True,False,False
56,GoT Navigation Graph,obstaculos_densos,123,-1.0,-7.6,355.0,20554.0,0,GRAPH,185.36009216308594,279.1078186035156,612.9356689453125,True,False,False
56,Adaptive rollout budget,obstaculos_densos,123,-1.0,-35.1,3.0,1047.0,0,Adaptive rollout budget,201.60055541992188,100.61925506591797,694.9312133789062,True,False,False
57,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-31.7,2.0,114.0,0,ACT,198.03526306152344,168.11221313476562,657.2870483398438,True,False,False
57,GoT Navigation Graph,obstaculos_densos,123,-1.0,-8.6,355.0,20909.0,0,GRAPH,186.29978942871094,278.76580810546875,612.2313232421875,True,False,False
57,Adaptive rollout budget,obstaculos_densos,123,-1.0,-36.1,3.0,1050.0,0,Adaptive rollout budget,202.36659240722656,101.26203918457031,693.9313354492188,True,False,False
58,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-32.7,2.0,116.0,0,ACT,198.80130004882812,168.7550048828125,656.2918090820312,True,False,False
58,GoT Navigation Graph,obstaculos_densos,123,-1.0,-9.6,355.0,21264.0,0,GRAPH,187.23948669433594,278.4237976074219,611.5277709960938,True,False,False
58,Adaptive rollout budget,obstaculos_densos,123,-1.0,-37.1,3.0,1053.0,0,Adaptive rollout budget,203.13262939453125,101.90482330322266,692.931396484375,True,False,False
59,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-33.7,2.0,118.0,0,ACT,199.5673370361328,169.39779663085938,655.2964477539062,True,False,False
59,GoT Navigation Graph,obstaculos_densos,123,-1.0,-10.6,355.0,21619.0,0,GRAPH,188.17918395996094,278.081787109375,610.8251342773438,True,False,False
59,Adaptive rollout budget,obstaculos_densos,123,-1.0,-38.1,3.0,1056.0,0,Adaptive rollout budget,203.89866638183594,102.547607421875,691.9315185546875,True,False,False
60,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-34.7,2.0,120.0,0,ACT,200.3333740234375,170.04058837890625,654.3011474609375,True,False,False
60,GoT Navigation Graph,obstaculos_densos,123,-1.0,-11.6,355.0,21974.0,0,GRAPH,189.11888122558594,277.7397766113281,610.123291015625,True,False,False
60,Adaptive rollout budget,obstaculos_densos,123,-1.0,-39.1,3.0,1059.0,0,Adaptive rollout budget,204.66470336914062,103.19039154052734,690.931640625,True,False,False
61,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-35.7,2.0,122.0,0,ACT,201.0994110107422,170.68338012695312,653.305908203125,True,False,False
61,GoT Navigation Graph,obstaculos_densos,123,-1.0,-12.6,355.0,22329.0,0,GRAPH,190.05857849121094,277.39776611328125,609.4222412109375,True,False,False
61,Adaptive rollout budget,obstaculos_densos,123,0.1,-39.0,3.0,1062.0,0,Adaptive rollout budget,205.4307403564453,103.83317565917969,689.9317626953125,False,False,False
62,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-36.7,2.0,124.0,0,ACT,201.86544799804688,171.326171875,652.3106079101562,True,False,False
62,GoT Navigation Graph,obstaculos_densos,123,-1.0,-13.6,355.0,22684.0,0,GRAPH,190.99827575683594,277.0557556152344,608.7220458984375,True,False,False
62,Adaptive rollout budget,obstaculos_densos,123,0.1,-38.9,3.0,1065.0,0,Adaptive rollout budget,210.02700805664062,107.68990325927734,683.9323120117188,False,False,False
63,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-37.7,2.0,126.0,0,ACT,202.63148498535156,171.96896362304688,651.3154296875,True,False,False
63,GoT Navigation Graph,obstaculos_densos,123,-1.0,-14.6,355.0,23039.0,0,GRAPH,191.93797302246094,276.7137451171875,608.022705078125,True,False,False
63,Adaptive rollout budget,obstaculos_densos,123,0.1,-38.8,3.0,1068.0,0,Adaptive rollout budget,214.62327575683594,111.546630859375,677.932861328125,False,False,False
64,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-38.7,2.0,128.0,0,ACT,203.39752197265625,172.61175537109375,650.3201904296875,True,False,False
64,GoT Navigation Graph,obstaculos_densos,123,-1.0,-15.6,355.0,23394.0,0,GRAPH,192.87767028808594,276.3717346191406,607.32421875,True,False,False
64,Adaptive rollout budget,obstaculos_densos,123,0.1,-38.699999999999996,3.0,1071.0,0,Adaptive rollout budget,219.21954345703125,115.40335845947266,671.9334716796875,False,False,False
65,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-39.7,2.0,130.0,0,ACT,204.16355895996094,173.25454711914062,649.3250122070312,True,False,False
65,GoT Navigation Graph,obstaculos_densos,123,-1.0,-16.6,355.0,23749.0,0,GRAPH,193.81736755371094,276.02972412109375,606.6265258789062,True,False,False
65,Adaptive rollout budget,obstaculos_densos,123,0.1,-38.599999999999994,3.0,1074.0,0,Adaptive rollout budget,223.81581115722656,119.26008605957031,665.93408203125,False,False,False
66,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-40.7,2.0,132.0,0,ACT,204.92959594726562,173.8973388671875,648.3297729492188,True,False,False
66,GoT Navigation Graph,obstaculos_densos,123,-1.0,-17.6,355.0,24104.0,0,GRAPH,194.75706481933594,275.6877136230469,605.9296875,True,False,False
66,Adaptive rollout budget,obstaculos_densos,123,0.1,-38.49999999999999,3.0,1077.0,0,Adaptive rollout budget,228.41207885742188,123.11681365966797,659.9346923828125,False,False,False
67,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-40.6,2.0,134.0,0,ACT,205.6956329345703,174.54013061523438,647.3346557617188,False,False,False
67,GoT Navigation Graph,obstaculos_densos,123,-1.0,-18.6,355.0,24459.0,0,GRAPH,195.69676208496094,275.345703125,605.2337646484375,True,False,False
67,Adaptive rollout budget,obstaculos_densos,123,0.1,-38.39999999999999,3.0,1080.0,0,Adaptive rollout budget,233.0083465576172,126.97354125976562,653.935302734375,False,False,False
68,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-40.5,2.0,136.0,0,ACT,210.29190063476562,178.3968505859375,641.3638305664062,False,False,False
68,GoT Navigation Graph,obstaculos_densos,123,-1.0,-19.6,355.0,24814.0,0,GRAPH,196.63645935058594,275.0036926269531,604.5386352539062,True,False,False
68,Adaptive rollout budget,obstaculos_densos,123,0.1,-38.29999999999999,3.0,1083.0,0,Adaptive rollout budget,237.6046142578125,130.83026123046875,647.9359741210938,False,False,False
69,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-40.4,2.0,138.0,0,ACT,214.88816833496094,182.25357055664062,635.3934936523438,False,False,False
69,GoT Navigation Graph,obstaculos_densos,123,-1.0,-20.6,355.0,25169.0,0,GRAPH,197.57615661621094,274.66168212890625,603.8443603515625,True,False,False
69,Adaptive rollout budget,obstaculos_densos,123,0.1,-38.19999999999999,3.0,1086.0,0,Adaptive rollout budget,242.2008819580078,134.68698120117188,641.9366455078125,False,False,False
70,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-40.3,2.0,140.0,0,ACT,219.48443603515625,186.11029052734375,629.423828125,False,False,False
70,GoT Navigation Graph,obstaculos_densos,123,-1.0,-21.6,39.0,25208.0,1,GRAPH,198.51585388183594,274.3196716308594,603.1510009765625,True,False,False
70,Adaptive rollout budget,obstaculos_densos,123,0.1,-38.09999999999999,3.0,1089.0,0,Adaptive rollout budget,246.79714965820312,138.543701171875,635.937255859375,False,False,False
71,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-40.199999999999996,2.0,142.0,0,ACT,224.08070373535156,189.96701049804688,623.4547729492188,False,False,False
71,GoT Navigation Graph,obstaculos_densos,123,-1.0,-22.6,39.0,25247.0,1,GRAPH,199.51585388183594,274.3196716308594,602.2533569335938,True,False,False
71,Adaptive rollout budget,obstaculos_densos,123,0.1,-37.999999999999986,3.0,1092.0,0,Adaptive rollout budget,251.39341735839844,142.40042114257812,629.9379272460938,False,False,False
72,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-40.099999999999994,2.0,144.0,0,ACT,228.67697143554688,193.82373046875,617.4862060546875,False,False,False
72,GoT Navigation Graph,obstaculos_densos,123,-1.0,-23.6,39.0,25286.0,0,GRAPH,200.45555114746094,274.66168212890625,601.2592163085938,True,False,False
72,Adaptive rollout budget,obstaculos_densos,123,0.1,-37.899999999999984,3.0,1095.0,0,Adaptive rollout budget,255.98968505859375,146.25714111328125,623.9386596679688,False,False,False
73,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-39.99999999999999,2.0,146.0,0,ACT,233.2732391357422,197.68045043945312,611.5183715820312,False,False,False
73,GoT Navigation Graph,obstaculos_densos,123,-1.0,-24.6,336.0,25622.0,2,GRAPH,201.39524841308594,275.0036926269531,600.2650146484375,True,False,False
73,Adaptive rollout budget,obstaculos_densos,123,0.1,-37.79999999999998,3.0,1098.0,0,Adaptive rollout budget,260.5859375,150.11386108398438,617.9393920898438,False,False,False
74,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-39.89999999999999,2.0,148.0,0,ACT,237.8695068359375,201.53717041015625,605.5510864257812,False,False,False
74,GoT Navigation Graph,obstaculos_densos,123,-1.0,-25.6,346.0,25968.0,2,GRAPH,202.39524841308594,275.0036926269531,599.367919921875,True,False,False
74,Adaptive rollout budget,obstaculos_densos,123,0.1,-37.69999999999998,3.0,1101.0,0,Adaptive rollout budget,265.18218994140625,153.9705810546875,611.9401245117188,False,False,False
75,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-39.79999999999999,2.0,150.0,0,ACT,242.4657745361328,205.39389038085938,599.58447265625,False,False,False
75,GoT Navigation Graph,obstaculos_densos,123,-1.0,-26.6,346.0,26314.0,2,GRAPH,203.33494567871094,274.66168212890625,598.6766967773438,True,False,False
75,Adaptive rollout budget,obstaculos_densos,123,0.1,-37.59999999999998,3.0,1104.0,0,Adaptive rollout budget,269.7784423828125,157.82730102539062,605.9407958984375,False,False,False
76,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-39.69999999999999,2.0,152.0,0,ACT,247.06204223632812,209.2506103515625,593.6185913085938,False,False,False
76,GoT Navigation Graph,obstaculos_densos,123,-1.0,-27.6,336.0,26650.0,2,GRAPH,204.10098266601562,274.0188903808594,598.275634765625,True,False,False
76,Adaptive rollout budget,obstaculos_densos,123,0.1,-37.49999999999998,3.0,1107.0,0,Adaptive rollout budget,274.37469482421875,161.68402099609375,599.9415893554688,False,False,False
77,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-39.59999999999999,2.0,154.0,0,ACT,251.65830993652344,213.10733032226562,587.6533203125,False,False,False
77,GoT Navigation Graph,obstaculos_densos,123,-1.0,-28.6,336.0,26986.0,0,GRAPH,204.60098266601562,273.1528625488281,598.213623046875,True,False,False
77,Adaptive rollout budget,obstaculos_densos,123,0.1,-37.39999999999998,3.0,1110.0,0,Adaptive rollout budget,278.970947265625,165.54074096679688,593.9423217773438,False,False,False
78,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-39.499999999999986,2.0,156.0,0,ACT,256.25457763671875,216.96405029296875,581.6888427734375,False,False,False
78,GoT Navigation Graph,obstaculos_densos,123,0.1,-28.5,330.0,27316.0,0,GRAPH,205.10098266601562,272.2868347167969,598.1532592773438,False,False,False
78,Adaptive rollout budget,obstaculos_densos,123,0.1,-37.299999999999976,3.0,1113.0,0,Adaptive rollout budget,283.56719970703125,169.3974609375,587.943115234375,False,False,False
79,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-39.399999999999984,2.0,158.0,0,ACT,260.850830078125,220.82077026367188,575.7250366210938,False,False,False
79,GoT Navigation Graph,obstaculos_densos,123,0.1,-28.4,330.0,27646.0,0,GRAPH,208.10098266601562,267.0906677246094,597.8261108398438,False,False,False
79,Adaptive rollout budget,obstaculos_densos,123,0.1,-37.199999999999974,3.0,1116.0,0,Adaptive rollout budget,288.1634521484375,173.25418090820312,581.9439697265625,False,False,False
80,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-39.29999999999998,2.0,160.0,0,ACT,265.44708251953125,224.677490234375,569.7620239257812,False,False,False
80,GoT Navigation Graph,obstaculos_densos,123,0.1,-28.299999999999997,330.0,27976.0,0,GRAPH,211.10098266601562,261.8945007324219,597.55908203125,False,False,False
80,Adaptive rollout budget,obstaculos_densos,123,0.1,-37.09999999999997,3.0,1119.0,0,Adaptive rollout budget,292.75970458984375,177.11090087890625,575.9447631835938,False,False,False
81,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-39.19999999999998,2.0,162.0,0,ACT,270.0433349609375,228.53421020507812,563.7998046875,False,False,False
81,GoT Navigation Graph,obstaculos_densos,123,0.1,-28.199999999999996,330.0,28306.0,0,GRAPH,214.10098266601562,256.6983337402344,597.3522338867188,False,False,False
81,Adaptive rollout budget,obstaculos_densos,123,0.1,-36.99999999999997,3.0,1122.0,0,Adaptive rollout budget,297.35595703125,180.96762084960938,569.9456176757812,False,False,False
82,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-39.09999999999998,2.0,164.0,0,ACT,274.63958740234375,232.39093017578125,557.83837890625,False,False,False
82,GoT Navigation Graph,obstaculos_densos,123,0.1,-28.099999999999994,330.0,28636.0,0,GRAPH,217.10098266601562,251.50218200683594,597.2054443359375,False,False,False
82,Adaptive rollout budget,obstaculos_densos,123,0.1,-36.89999999999997,3.0,1125.0,0,Adaptive rollout budget,301.95220947265625,184.8243408203125,563.9464721679688,False,False,False
83,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-38.99999999999998,2.0,166.0,0,ACT,279.23583984375,236.24765014648438,551.8778076171875,False,False,False
83,GoT Navigation Graph,obstaculos_densos,123,0.1,-27.999999999999993,330.0,28966.0,2,GRAPH,220.10098266601562,246.3060302734375,597.1190795898438,False,False,False
83,Adaptive rollout budget,obstaculos_densos,123,0.1,-36.79999999999997,3.0,1128.0,0,Adaptive rollout budget,306.5484619140625,188.68106079101562,557.9473266601562,False,False,False
84,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-38.89999999999998,2.0,168.0,0,ACT,283.83209228515625,240.1043701171875,545.9180908203125,False,False,False
84,GoT Navigation Graph,obstaculos_densos,123,-0.2,-28.199999999999992,317.0,29283.0,0,GRAPH,221.1428680419922,240.39718627929688,599.1448364257812,False,False,False
84,Adaptive rollout budget,obstaculos_densos,123,0.1,-36.69999999999997,3.0,1131.0,0,Adaptive rollout budget,311.14471435546875,192.53778076171875,551.9482421875,False,False,False
85,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-38.799999999999976,2.0,170.0,0,ACT,288.4283447265625,243.96109008789062,539.959228515625,False,False,False
85,GoT Navigation Graph,obstaculos_densos,123,-0.2,-28.39999999999999,317.0,29600.0,0,GRAPH,222.18475341796875,234.48834228515625,601.2237548828125,False,False,False
85,Adaptive rollout budget,obstaculos_densos,123,0.1,-36.599999999999966,3.0,1134.0,0,Adaptive rollout budget,315.740966796875,196.39450073242188,545.9491577148438,False,False,False
86,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-38.699999999999974,2.0,172.0,0,ACT,293.02459716796875,247.81781005859375,534.0013427734375,False,False,False
86,GoT Navigation Graph,obstaculos_densos,123,-0.2,-28.59999999999999,317.0,29917.0,0,GRAPH,223.2266387939453,228.57949829101562,603.3551635742188,False,False,False
86,Adaptive rollout budget,obstaculos_densos,123,0.1,-36.499999999999964,3.0,1137.0,0,Adaptive rollout budget,320.33721923828125,200.251220703125,539.9500732421875,False,False,False
87,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-38.59999999999997,2.0,174.0,0,ACT,297.620849609375,251.67453002929688,528.0443725585938,False,False,False
87,GoT Navigation Graph,obstaculos_densos,123,-0.2,-28.79999999999999,317.0,30234.0,0,GRAPH,224.26852416992188,222.670654296875,605.5384521484375,False,False,False
87,Adaptive rollout budget,obstaculos_densos,123,0.1,-36.39999999999996,3.0,1140.0,0,Adaptive rollout budget,324.9334716796875,204.10794067382812,533.9509887695312,False,False,False
88,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-38.49999999999997,2.0,176.0,0,ACT,302.21710205078125,255.53125,522.0884399414062,False,False,False
88,GoT Navigation Graph,obstaculos_densos,123,-0.2,-28.99999999999999,291.0,30525.0,0,GRAPH,225.31040954589844,216.76181030273438,607.773193359375,False,False,False
88,Adaptive rollout budget,obstaculos_densos,123,0.1,-36.29999999999996,3.0,1143.0,0,Adaptive rollout budget,329.52972412109375,207.96466064453125,527.9520263671875,False,False,False
89,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-38.39999999999997,2.0,178.0,0,ACT,306.8133544921875,259.3879699707031,516.1334838867188,False,False,False
89,GoT Navigation Graph,obstaculos_densos,123,-0.2,-29.19999999999999,299.0,30824.0,0,GRAPH,226.352294921875,210.85296630859375,610.058837890625,False,False,False
89,Adaptive rollout budget,obstaculos_densos,123,0.1,-36.19999999999996,3.0,1146.0,0,Adaptive rollout budget,334.1259765625,211.82138061523438,521.9530029296875,False,False,False
90,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-38.29999999999997,2.0,180.0,0,ACT,311.40960693359375,263.24468994140625,510.1795959472656,False,False,False
90,GoT Navigation Graph,obstaculos_densos,123,-0.2,-29.399999999999988,299.0,31123.0,0,GRAPH,227.39418029785156,204.94412231445312,612.3946533203125,False,False,False
90,Adaptive rollout budget,obstaculos_densos,123,0.1,-36.09999999999996,27.0,1173.0,0,Adaptive rollout budget,338.72222900390625,215.6781005859375,515.9539794921875,False,False,False
91,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-38.19999999999997,2.0,182.0,0,ACT,316.005859375,267.1014099121094,504.226806640625,False,False,False
91,GoT Navigation Graph,obstaculos_densos,123,-0.2,-29.599999999999987,299.0,31422.0,0,GRAPH,228.43606567382812,199.0352783203125,614.7800903320312,False,False,False
91,Adaptive rollout budget,obstaculos_densos,123,0.1,-35.99999999999996,27.0,1200.0,0,Adaptive rollout budget,343.3184814453125,219.53482055664062,509.9550476074219,False,False,False
92,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-38.099999999999966,2.0,184.0,0,ACT,320.60211181640625,270.9581298828125,498.275146484375,False,False,False
92,GoT Navigation Graph,obstaculos_densos,123,-0.2,-29.799999999999986,281.0,31703.0,0,GRAPH,229.4779510498047,193.12643432617188,617.2147216796875,False,False,False
92,Adaptive rollout budget,obstaculos_densos,123,0.1,-35.899999999999956,27.0,1227.0,0,Adaptive rollout budget,347.91473388671875,223.39154052734375,503.95611572265625,False,False,False
93,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-37.999999999999964,2.0,186.0,0,ACT,325.1983642578125,274.8148498535156,492.32464599609375,False,False,False
93,GoT Navigation Graph,obstaculos_densos,123,-0.2,-29.999999999999986,281.0,31984.0,0,GRAPH,230.51983642578125,187.21759033203125,619.6978759765625,False,False,False
93,Adaptive rollout budget,obstaculos_densos,123,0.1,-35.799999999999955,27.0,1254.0,0,Adaptive rollout budget,352.510986328125,227.24826049804688,497.95721435546875,False,False,False
94,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-37.89999999999996,2.0,188.0,0,ACT,329.79461669921875,278.67156982421875,486.3753662109375,False,False,False
94,GoT Navigation Graph,obstaculos_densos,123,-0.2,-30.199999999999985,281.0,32265.0,0,GRAPH,231.5617218017578,181.30874633789062,622.22900390625,False,False,False
94,Adaptive rollout budget,obstaculos_densos,123,0.1,-35.69999999999995,27.0,1281.0,0,Adaptive rollout budget,357.10723876953125,231.10498046875,491.9583435058594,False,False,False
95,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-37.79999999999996,2.0,190.0,0,ACT,334.390869140625,282.5282897949219,480.4273376464844,False,False,False
95,GoT Navigation Graph,obstaculos_densos,123,-0.2,-30.399999999999984,281.0,32546.0,0,GRAPH,232.60360717773438,175.39990234375,624.8074340820312,False,False,False
95,Adaptive rollout budget,obstaculos_densos,123,-1.0,-36.69999999999995,27.0,1308.0,0,Adaptive rollout budget,361.7034912109375,234.96170043945312,485.9595031738281,True,False,False
96,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-37.69999999999996,2.0,192.0,0,ACT,338.98712158203125,286.385009765625,474.48065185546875,False,False,False
96,GoT Navigation Graph,obstaculos_densos,123,-0.2,-30.599999999999984,281.0,32827.0,0,GRAPH,233.64549255371094,169.49105834960938,627.4326782226562,False,False,False
96,Adaptive rollout budget,obstaculos_densos,123,-1.0,-37.69999999999995,27.0,1335.0,0,Adaptive rollout budget,362.46954345703125,235.6044921875,484.95965576171875,True,False,False
97,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-37.59999999999996,2.0,194.0,0,ACT,343.5833740234375,290.2417297363281,468.5353088378906,False,False,False
97,GoT Navigation Graph,obstaculos_densos,123,-0.2,-30.799999999999983,269.0,33096.0,0,GRAPH,234.6873779296875,163.58221435546875,630.1041259765625,False,False,False
97,Adaptive rollout budget,obstaculos_densos,123,-1.0,-38.69999999999995,27.0,1362.0,0,Adaptive rollout budget,363.235595703125,236.24728393554688,483.9598388671875,True,False,False
98,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-37.49999999999996,2.0,196.0,0,ACT,348.17962646484375,294.09844970703125,462.59136962890625,False,False,False
98,GoT Navigation Graph,obstaculos_densos,123,-0.2,-30.999999999999982,269.0,33365.0,0,GRAPH,235.72926330566406,157.67337036132812,632.8211669921875,False,False,False
98,Adaptive rollout budget,obstaculos_densos,123,-1.0,-39.69999999999995,27.0,1389.0,0,Adaptive rollout budget,364.00164794921875,236.89007568359375,482.96002197265625,True,False,False
99,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-37.399999999999956,2.0,198.0,0,ACT,352.77587890625,297.9551696777344,456.6488952636719,False,False,False
99,GoT Navigation Graph,obstaculos_densos,123,-0.2,-31.19999999999998,269.0,33634.0,0,GRAPH,236.77114868164062,151.7645263671875,635.583251953125,False,False,False
99,Adaptive rollout budget,obstaculos_densos,123,-1.0,-40.69999999999995,27.0,1416.0,0,Adaptive rollout budget,364.7677001953125,237.53286743164062,481.9602355957031,True,False,False
100,RL-of-Thoughts Navigator,obstaculos_densos,123,0.1,-37.299999999999955,2.0,200.0,0,ACT,357.37213134765625,301.8118896484375,450.70794677734375,False,False,False
100,GoT Navigation Graph,obstaculos_densos,123,-0.2,-31.39999999999998,269.0,33903.0,0,GRAPH,237.8130340576172,145.85568237304688,638.3897705078125,False,False,False
100,Adaptive rollout budget,obstaculos_densos,123,-1.0,-41.69999999999995,27.0,1443.0,0,Adaptive rollout budget,365.53375244140625,238.1756591796875,480.96038818359375,True,False,False
101,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-38.299999999999955,2.0,202.0,0,ACT,361.9683837890625,305.6686096191406,444.76861572265625,True,False,False
101,GoT Navigation Graph,obstaculos_densos,123,-0.2,-31.59999999999998,264.0,34167.0,0,GRAPH,238.85491943359375,139.94683837890625,641.2401733398438,False,False,False
101,Adaptive rollout budget,obstaculos_densos,123,-1.0,-42.69999999999995,27.0,1470.0,0,Adaptive rollout budget,366.2998046875,238.81845092773438,479.9606018066406,True,False,False
102,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-39.299999999999955,2.0,204.0,0,ACT,362.73443603515625,306.3114013671875,443.77886962890625,True,False,False
102,GoT Navigation Graph,obstaculos_densos,123,-0.2,-31.79999999999998,264.0,34431.0,0,GRAPH,239.8968048095703,134.03799438476562,644.1337890625,False,False,False
102,Adaptive rollout budget,obstaculos_densos,123,-1.0,-43.69999999999995,27.0,1497.0,0,Adaptive rollout budget,367.06585693359375,239.46124267578125,478.9607849121094,True,False,False
103,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-40.299999999999955,2.0,206.0,0,ACT,363.50048828125,306.9541931152344,442.78912353515625,True,False,False
103,GoT Navigation Graph,obstaculos_densos,123,-0.2,-31.99999999999998,264.0,34695.0,0,GRAPH,240.93869018554688,128.129150390625,647.0701293945312,False,False,False
103,Adaptive rollout budget,obstaculos_densos,123,-1.0,-44.69999999999995,27.0,1524.0,0,Adaptive rollout budget,367.8319091796875,240.10403442382812,477.9609680175781,True,False,False
104,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-41.299999999999955,2.0,208.0,0,ACT,364.26654052734375,307.59698486328125,441.7994689941406,True,False,False
104,GoT Navigation Graph,obstaculos_densos,123,-0.2,-32.19999999999998,264.0,34959.0,0,GRAPH,241.98057556152344,122.22030639648438,650.048583984375,False,False,False
104,Adaptive rollout budget,obstaculos_densos,123,-1.0,-45.69999999999995,27.0,1551.0,0,Adaptive rollout budget,368.59796142578125,240.746826171875,476.9611511230469,True,False,False
105,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-42.299999999999955,2.0,210.0,0,ACT,365.0325927734375,308.2397766113281,440.80987548828125,True,False,False
105,GoT Navigation Graph,obstaculos_densos,123,-0.2,-32.399999999999984,254.0,35213.0,1,GRAPH,243.0224609375,116.31146240234375,653.0686645507812,False,False,False
105,Adaptive rollout budget,obstaculos_densos,123,-1.0,-46.69999999999995,27.0,1578.0,0,Adaptive rollout budget,369.364013671875,241.38961791992188,475.9613342285156,True,False,False
106,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-43.299999999999955,2.0,212.0,0,ACT,365.79864501953125,308.882568359375,439.8203430175781,True,False,False
106,GoT Navigation Graph,obstaculos_densos,123,-0.2,-32.59999999999999,254.0,35467.0,0,GRAPH,246.0224609375,111.11531066894531,654.1834106445312,False,False,False
106,Adaptive rollout budget,obstaculos_densos,123,-1.0,-47.69999999999995,27.0,1605.0,0,Adaptive rollout budget,370.13006591796875,242.03240966796875,474.9615173339844,True,False,False
107,RL-of-Thoughts Navigator,obstaculos_densos,123,-1.0,-44.299999999999955,2.0,214.0,0,ACT,366.564697265625,309.5253601074219,438.830810546875,True,False,False
107,GoT Navigation Graph,obstaculos_densos,123,-0.2,-32.79999999999999,254.0,35721.0,0,GRAPH,249.0224609375,105.91915893554688,655.3511352539062,False,False,False
